repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
6872,5013,2944,200,1330.48,1231.99,1405.12,1218.46,2025-07-03,2025-07-07,Completed,Ford,F-150,2011,Open,Medium,Hit and Run,OH,Vehicle Accident,Minor,OH,USA,False,71.99301890816217,Third Party Property Damage,Liability,Open,True,False,
6873,5014,3025,15,1287.03,1146.63,1200.6,1138.61,2025-05-08,2025-05-16,Completed,Nissan,Altima,2012,Open,Low,Weather Related,PA,Vandalism,Minor,PA,USA,False,80.86886755619634,First Party Collision,Comprehensive,Closed,False,False,
6874,5015,5643,8,2336.91,2145.12,2584.72,2214.04,2025-08-12,2025-08-19,Completed,Honda,CR-V,2014,Closed,Medium,Parking Lot Incident,NC,Weather Damage,Moderate,NC,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
6875,5015,5643,8,3213.35,3253.13,2934.44,2850.39,2025-08-12,2025-08-19,Completed,Honda,CR-V,2014,Closed,Medium,Parking Lot Incident,NC,Weather Damage,Moderate,NC,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
6876,5015,5643,8,2350.96,2122.75,2336.01,2035.69,2025-08-12,2025-08-19,Completed,Honda,CR-V,2014,Closed,Medium,Parking Lot Incident,NC,Weather Damage,Moderate,NC,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
6877,5016,6129,154,3467.37,3514.98,3453.89,3355.88,2026-03-04,2026-03-15,Completed,Honda,CR-V,2016,Closed,High,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,First Party Collision,Collision,Closed,True,False,
6878,5016,6129,154,2657.51,2533.65,3076.57,2457.45,2026-03-04,2026-03-15,Completed,Honda,CR-V,2016,Closed,High,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,First Party Collision,Collision,Closed,True,False,
6879,5017,6679,178,2692.02,2617.0,2790.32,2573.84,2025-12-07,2025-12-15,Scheduled,Honda,CR-V,2010,Closed,Low,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,70.55013652157145,Third Party Property Damage,Liability,Open,False,False,
6880,5018,686,76,3969.03,3789.62,3725.75,3890.66,2025-05-17,2025-06-02,Completed,Hyundai,Elantra,2013,Open,Medium,Parking Lot Incident,FL,Vehicle Accident,Severe,FL,USA,False,91.3147206353951,First Party Collision,Collision,Open,False,False,
6881,5018,686,76,4246.72,3901.98,4235.27,3958.42,2025-05-17,2025-06-02,Completed,Hyundai,Elantra,2013,Open,Medium,Parking Lot Incident,FL,Vehicle Accident,Severe,FL,USA,False,91.3147206353951,First Party Collision,Collision,Open,False,False,
6882,5019,5623,129,1152.7,1051.74,1180.6,1004.89,2026-04-17,2026-04-21,Completed,Ford,Focus,2024,Open,Low,Parking Lot Incident,PA,Vehicle Accident,Minor,PA,USA,False,52.20157840633139,Third Party Property Damage,Liability,Closed,False,False,
6883,5019,5623,129,1037.18,976.84,1019.61,1005.64,2026-04-17,2026-04-21,Completed,Ford,Focus,2024,Open,Low,Parking Lot Incident,PA,Vehicle Accident,Minor,PA,USA,False,52.20157840633139,Third Party Property Damage,Liability,Closed,False,False,
6884,5020,2739,85,1245.5,1141.91,1288.79,1141.87,2026-02-17,2026-02-23,In Progress,Toyota,Camry,2011,Open,High,Hit and Run,NJ,Weather Damage,Minor,NJ,USA,False,100.0,First Party Collision,Comprehensive,Closed,False,False,
6885,5021,1573,11,8325.02,7527.63,8846.69,7332.62,2026-02-28,2026-03-30,In Progress,Toyota,Camry,2016,Open,Medium,Parking Lot Incident,NY,Parking Incident,Total Loss,NY,USA,True,70.7830713258545,First Party Collision,Comprehensive,Open,False,False,
6886,5021,1573,11,8658.03,7410.62,10115.0,7862.27,2026-02-28,2026-03-30,Completed,Toyota,Camry,2016,Open,Medium,Parking Lot Incident,NY,Parking Incident,Total Loss,NY,USA,True,70.7830713258545,First Party Collision,Comprehensive,Open,False,False,
6887,5022,6137,33,1757.22,1760.16,1653.5,1589.57,2025-06-10,2025-06-18,Completed,Honda,Civic,2009,Open,Medium,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,80.29610242005391,Third Party Property Damage,Liability,Open,False,False,
6888,5023,5604,187,3493.88,3471.33,3592.51,3539.46,2025-11-01,2025-11-25,Completed,Hyundai,Elantra,2021,Open,Low,Weather Related,GA,Parking Incident,Severe,GA,USA,False,83.1372123826629,First Party Collision,Comprehensive,Open,False,False,
6889,5024,2750,171,2022.69,1853.34,1966.49,1915.05,2026-03-21,2026-03-24,In Progress,BMW,3 Series,2017,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,95.51740833715319,Third Party Property Damage,Liability,Open,False,False,
6890,5024,2750,171,2548.8194415600938,2026.75,2895.9838077612653,2717.3771136820174,2026-03-21,2026-03-24,Completed,BMW,3 Series,2017,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,95.51740833715319,Third Party Property Damage,Liability,Open,False,True,combo
6891,5025,6560,141,2508.74,2461.47,2733.93,2465.59,2025-05-20,2025-06-07,Completed,Toyota,Camry,2025,Closed,High,Side Impact,NJ,Vehicle Accident,Moderate,NJ,USA,False,35.65473245127691,Third Party Property Damage,Liability,Under Review,False,False,
6892,5025,6560,141,3256.66,3090.56,2814.68,2862.85,2025-05-20,2025-06-07,Completed,Toyota,Camry,2025,Closed,High,Side Impact,NJ,Vehicle Accident,Moderate,NJ,USA,False,35.65473245127691,Third Party Property Damage,Liability,Under Review,False,False,
6893,5026,4107,157,1043.8,917.88,873.37,894.99,2026-02-16,2026-02-17,In Progress,Chevrolet,Silverado,2019,Open,Medium,Side Impact,GA,Vehicle Accident,Minor,GA,USA,False,86.42605593020505,First Party Collision,Collision,Closed,False,False,
6894,5027,256,13,1785.01,1839.65,1903.89,1908.87,2025-01-30,2025-02-12,Completed,Toyota,Camry,2018,Closed,Low,Parking Lot Incident,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,First Party Collision,Collision,Under Review,False,False,
6895,5028,7068,125,3520.86,3546.07,3545.02,3508.4,2025-06-04,2025-06-12,Completed,Chevrolet,Silverado,2010,Closed,Medium,Side Impact,NJ,Weather Damage,Moderate,NJ,USA,False,41.66283747141349,First Party Collision,Comprehensive,Closed,False,False,
6896,5028,7068,125,3307.17,3242.2,3068.29,3237.89,2025-06-04,2025-06-12,In Progress,Chevrolet,Silverado,2010,Closed,Medium,Side Impact,NJ,Weather Damage,Moderate,NJ,USA,False,41.66283747141349,First Party Collision,Comprehensive,Closed,False,False,
6897,5029,5052,2,1474.56,1336.42,1651.79,1382.52,2025-06-27,2025-07-11,Completed,Hyundai,Elantra,2017,Open,Low,Parking Lot Incident,PA,Vehicle Accident,Moderate,PA,USA,False,100.0,First Party Collision,Collision,Closed,True,False,
6898,5030,7265,50,6197.61,5673.84,6446.97,5969.3,2026-05-21,2026-06-11,In Progress,Chevrolet,Silverado,2023,Closed,Medium,Hit and Run,NY,Vehicle Accident,Severe,NY,USA,False,88.82437917544019,Third Party Property Damage,Liability,Under Review,False,False,
6899,5030,7265,50,4555.04,4458.55,4554.67,4465.03,2026-05-21,2026-06-11,Completed,Chevrolet,Silverado,2023,Closed,Medium,Hit and Run,NY,Vehicle Accident,Severe,NY,USA,False,88.82437917544019,Third Party Property Damage,Liability,Under Review,False,False,
6900,5030,7265,50,4756.17,4778.99,4714.89,4845.8,2026-05-21,2026-06-11,Completed,Chevrolet,Silverado,2023,Closed,Medium,Hit and Run,NY,Vehicle Accident,Severe,NY,USA,False,88.82437917544019,Third Party Property Damage,Liability,Under Review,False,False,
6901,5031,5020,42,929.45,941.11,961.78,887.55,2025-03-25,2025-03-26,Completed,Honda,Civic,2025,Open,Low,Rear-end Collision,TX,Weather Damage,Minor,TX,USA,False,64.22308876838791,First Party Collision,Comprehensive,Closed,False,False,
6902,5032,206,131,1281.79,1246.68,1626.5,1300.58,2025-07-01,2025-07-06,Completed,Toyota,Camry,2015,Closed,Medium,Rollover,NJ,Vehicle Accident,Minor,NJ,USA,False,86.46254545581385,Third Party Property Damage,Liability,Closed,False,False,
6903,5033,6070,199,2799.11,2409.22,2988.21,2444.91,2025-04-26,2025-04-27,Completed,Tesla,Model 3,2020,Open,Medium,Parking Lot Incident,NY,Vehicle Accident,Minor,NY,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
6904,5034,1767,189,3761.97,3616.07,5650.56,3750.34,2025-02-25,2025-03-16,In Progress,Toyota,Camry,2011,Closed,Medium,Side Impact,TX,Parking Incident,Severe,TX,USA,False,87.06091917727852,First Party Collision,Comprehensive,Closed,False,False,
6905,5035,3349,63,5623.48,4848.8,5589.08,4708.56,2025-04-08,2025-04-25,Completed,Subaru,Outback,2020,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Severe,OH,USA,False,65.70203806007984,Third Party Property Damage,Liability,Open,False,False,
6906,5035,3349,63,4597.67,4428.8,4474.53,4366.33,2025-04-08,2025-04-25,Completed,Subaru,Outback,2020,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Severe,OH,USA,False,65.70203806007984,Third Party Property Damage,Liability,Open,False,False,
6907,5035,3349,63,4090.11,3846.39,4229.02,3885.41,2025-04-08,2025-04-25,In Progress,Subaru,Outback,2020,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Severe,OH,USA,False,65.70203806007984,Third Party Property Damage,Liability,Open,False,False,
6908,5036,5265,87,6393.49,5727.5,6612.06,5644.72,2025-10-30,2025-11-27,Completed,Honda,Civic,2019,Open,Medium,Parking Lot Incident,FL,Weather Damage,Total Loss,FL,USA,True,87.08100845798201,First Party Collision,Comprehensive,Open,False,False,
6909,5036,5265,87,5510.26,5177.13,5499.51,5261.76,2025-10-30,2025-11-27,Completed,Honda,Civic,2019,Open,Medium,Parking Lot Incident,FL,Weather Damage,Total Loss,FL,USA,True,87.08100845798201,First Party Collision,Comprehensive,Open,False,False,
6910,5037,7079,215,2416.43,2500.83,2263.69,2230.46,2026-05-31,2026-06-12,Completed,Subaru,Outback,2018,Open,Medium,Rear-end Collision,NY,Vandalism,Moderate,NY,USA,False,63.70691046136177,First Party Collision,Comprehensive,Closed,False,False,
6911,5038,3215,84,663.13,655.23,635.81,655.07,2025-09-15,2025-09-20,Completed,Hyundai,Elantra,2008,Open,Low,Parking Lot Incident,CA,Weather Damage,Minor,CA,USA,False,84.79638006206586,First Party Collision,Comprehensive,Open,False,False,
6912,5038,3215,84,921.68,848.95,749.49,752.34,2025-09-15,2025-09-20,Completed,Hyundai,Elantra,2008,Open,Low,Parking Lot Incident,CA,Weather Damage,Minor,CA,USA,False,84.79638006206586,First Party Collision,Comprehensive,Open,False,False,
6913,5038,3215,84,831.09,750.35,819.73,731.94,2025-09-15,2025-09-20,In Progress,Hyundai,Elantra,2008,Open,Low,Parking Lot Incident,CA,Weather Damage,Minor,CA,USA,False,84.79638006206586,First Party Collision,Comprehensive,Open,False,False,
6914,5039,1068,6,984.03,912.97,974.54,881.2,2026-05-29,2026-06-02,Completed,Ford,Focus,2021,Closed,Low,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,81.52263894909801,Third Party Property Damage,Liability,Under Review,False,False,
6915,5040,3572,183,5060.08,5037.18,4798.32,4673.88,2026-03-01,2026-03-30,Scheduled,Ford,Focus,2023,Open,Low,Rear-end Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
6916,5040,3572,183,5044.47,4662.3,5163.83,4368.21,2026-03-01,2026-03-30,In Progress,Ford,Focus,2023,Open,Low,Rear-end Collision,OH,Vehicle Accident,Total Loss,OH,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
6917,5041,2597,28,4822.31,4235.27,5004.45,4350.85,2025-08-05,2025-08-21,In Progress,Toyota,Camry,2017,Reopened,Medium,Parking Lot Incident,PA,Vehicle Accident,Severe,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,True,False,
6918,5042,6937,88,4511.48,4061.06,4989.93,3895.89,2026-05-03,2026-05-18,Completed,Ford,Focus,2015,Open,High,Head-on Collision,CA,Vehicle Accident,Severe,CA,USA,False,58.95254179482411,Third Party Property Damage,Liability,Closed,True,False,
6919,5043,4151,100,1415.01,1277.84,1479.36,1269.54,2026-01-04,2026-01-11,Completed,Subaru,Outback,2014,Open,High,Weather Related,NC,Vehicle Accident,Minor,NC,USA,False,100.0,First Party Collision,Collision,Open,False,False,
6920,5044,1118,31,6146.92,5752.58,6302.88,5636.02,2026-06-05,2026-06-25,In Progress,Ford,F-150,2011,Closed,High,Hit and Run,NY,Vehicle Accident,Severe,NY,USA,False,84.31826253406577,Third Party Property Damage,Liability,Open,False,False,
6921,5045,5874,153,852.88,887.85,726.39,739.0,2025-11-28,2025-12-05,Completed,Nissan,Altima,2011,Closed,Medium,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,100.0,Third Party Property Damage,Liability,Under Review,False,False,
6922,5046,7198,33,921.8,899.33,1098.78,946.57,2026-03-18,2026-03-22,In Progress,Toyota,Corolla,2024,Reopened,Low,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,81.5211229055578,Third Party Property Damage,Liability,Closed,False,False,
6923,5046,7198,33,912.38,878.64,942.28,864.12,2026-03-18,2026-03-22,Completed,Toyota,Corolla,2024,Reopened,Low,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,81.5211229055578,Third Party Property Damage,Liability,Closed,False,False,
6924,5047,836,100,8852.81,8223.99,7599.34,7284.32,2025-06-25,2025-07-29,Completed,Toyota,Camry,2017,Open,Low,Rear-end Collision,CA,Vehicle Accident,Total Loss,CA,USA,True,73.42771373255329,Third Party Property Damage,Liability,Open,False,False,
6925,5048,7316,2,2234.265923560725,886.45,2159.31210639281,885.02,2026-05-31,2026-06-03,In Progress,Hyundai,Elantra,2008,Open,Medium,Rear-end Collision,GA,Weather Damage,Minor,GA,USA,False,82.8448606353569,First Party Collision,Comprehensive,Open,False,True,estimate_inflate
6926,5049,2901,67,1727.95,1602.61,1618.09,1658.89,2026-07-01,2026-07-11,Scheduled,Honda,CR-V,2017,Closed,Medium,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,78.15098837854809,Third Party Property Damage,Liability,Open,False,False,
6927,5049,2901,67,1556.73,1421.56,1670.78,1415.96,2026-07-01,2026-07-11,Completed,Honda,CR-V,2017,Closed,Medium,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,78.15098837854809,Third Party Property Damage,Liability,Open,False,False,
6928,5050,5088,71,4000.26,3748.78,4185.95,3903.1,2026-01-13,2026-01-24,Completed,BMW,3 Series,2012,Closed,Low,Head-on Collision,FL,Parking Incident,Moderate,FL,USA,False,92.22506399273355,First Party Collision,Comprehensive,Closed,False,False,
6929,5050,5088,71,5340.5,5269.67,5598.77,5357.76,2026-01-13,2026-01-24,Completed,BMW,3 Series,2012,Closed,Low,Head-on Collision,FL,Parking Incident,Moderate,FL,USA,False,92.22506399273355,First Party Collision,Comprehensive,Closed,False,False,
6930,5051,4653,6,1883.97,1721.75,1527.53,1509.86,2025-11-17,2025-11-20,Scheduled,Chevrolet,Silverado,2016,Open,Medium,Rear-end Collision,FL,Parking Incident,Minor,FL,USA,False,98.09433808156561,First Party Collision,Comprehensive,Under Review,False,False,
6931,5052,1614,210,1125.54,1058.62,1177.76,1084.09,2025-09-02,2025-09-03,Completed,Honda,CR-V,2024,Closed,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,81.44241541020698,Third Party Property Damage,Liability,Closed,False,False,
6932,5053,7537,119,2402.87,2102.21,2473.46,2153.16,2025-11-09,2025-11-15,In Progress,Toyota,Camry,2019,Open,Low,Weather Related,CA,Vehicle Accident,Moderate,CA,USA,False,87.11263802312189,Third Party Property Damage,Liability,Closed,False,False,
6933,5053,7537,119,2507.1,2367.38,2164.73,2305.69,2025-11-09,2025-11-15,Completed,Toyota,Camry,2019,Open,Low,Weather Related,CA,Vehicle Accident,Moderate,CA,USA,False,87.11263802312189,Third Party Property Damage,Liability,Closed,False,False,
6934,5054,3430,110,3686.37,3422.23,4027.81,3365.87,2025-11-09,2025-11-23,Completed,Nissan,Altima,2014,Open,Low,Head-on Collision,NJ,Vehicle Accident,Severe,NJ,USA,False,70.14094374628587,Third Party Property Damage,Liability,Under Review,False,False,
6935,5055,1843,52,2348.71,2156.36,2076.65,2049.39,2026-01-13,2026-01-15,Completed,Mercedes-Benz,C-Class,2014,Open,Low,Hit and Run,OH,Parking Incident,Minor,OH,USA,False,65.02268426344186,First Party Collision,Comprehensive,Closed,False,False,
6936,5055,1843,52,2656.35,2522.01,2109.6,2150.94,2026-01-13,2026-01-15,Completed,Mercedes-Benz,C-Class,2014,Open,Low,Hit and Run,OH,Parking Incident,Minor,OH,USA,False,65.02268426344186,First Party Collision,Comprehensive,Closed,False,False,
6937,5056,6072,128,1709.4930728439717,1011.29,1754.9413601684328,936.76,2025-06-28,2025-07-08,Completed,Honda,Civic,2018,Open,Medium,Weather Related,TX,Weather Damage,Minor,TX,USA,False,97.75301181570237,First Party Collision,Comprehensive,Open,False,True,estimate_inflate
6938,5056,6072,128,1098.53,890.08,1149.27,879.13,2025-06-28,2025-07-08,Completed,Honda,Civic,2018,Open,Medium,Weather Related,TX,Weather Damage,Minor,TX,USA,False,97.75301181570237,First Party Collision,Comprehensive,Open,False,False,
6939,5056,6072,128,1051.73,1014.26,1116.26,1028.96,2025-06-28,2025-07-08,Completed,Honda,Civic,2018,Open,Medium,Weather Related,TX,Weather Damage,Minor,TX,USA,False,97.75301181570237,First Party Collision,Comprehensive,Open,False,False,
6940,5057,7786,83,4335.21,4253.09,4851.78,4273.99,2025-02-15,2025-02-28,Completed,Toyota,Camry,2013,Open,Low,Parking Lot Incident,NY,Vehicle Accident,Severe,NY,USA,False,77.85608935680062,Third Party Property Damage,Liability,Open,True,False,
6941,5058,6945,116,2816.87,2521.91,2611.26,2481.78,2025-06-04,2025-06-09,Completed,Ford,F-150,2024,Open,Medium,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,79.33762752525257,Third Party Property Damage,Liability,Open,False,False,
6942,5059,3613,211,1626.66,1449.48,1727.89,1433.58,2025-11-04,2025-11-10,Completed,Ford,F-150,2020,Reopened,Low,Weather Related,NY,Vehicle Accident,Minor,NY,USA,False,75.27860943136812,Third Party Property Damage,Liability,Closed,False,False,
6943,5060,5763,180,2709.26,2752.31,2836.0,2659.31,2025-04-12,2025-04-15,Completed,Jeep,Grand Cherokee,2011,Open,Medium,Rear-end Collision,TX,Parking Incident,Moderate,TX,USA,False,67.230079617823,First Party Collision,Comprehensive,Closed,False,False,
6944,5061,6417,43,4347.54,4161.46,4266.13,4231.84,2025-01-26,2025-02-15,In Progress,Honda,Civic,2017,Open,Low,Weather Related,FL,Vehicle Accident,Severe,FL,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6945,5061,6417,43,3848.54,3750.84,4109.33,3670.88,2025-01-26,2025-02-15,Completed,Honda,Civic,2017,Open,Low,Weather Related,FL,Vehicle Accident,Severe,FL,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6946,5062,1005,118,1473.86,1337.31,1488.41,1429.55,2026-05-30,2026-06-12,Completed,Nissan,Altima,2024,Closed,Low,Hit and Run,NY,Vehicle Accident,Moderate,NY,USA,False,84.02690340954803,Third Party Property Damage,Liability,Closed,True,False,
6947,5063,2953,185,1548.19,1458.2,1430.85,1464.37,2026-02-07,2026-02-09,Completed,Chevrolet,Silverado,2025,Open,Low,Rear-end Collision,CA,Weather Damage,Minor,CA,USA,False,71.59335376248127,First Party Collision,Comprehensive,Open,False,False,
6948,5064,5916,13,1529.77,1411.92,1433.19,1501.68,2025-09-01,2025-09-05,In Progress,Honda,Civic,2013,Open,Low,Rear-end Collision,TX,Parking Incident,Moderate,TX,USA,False,81.0129167883997,First Party Collision,Comprehensive,Open,False,False,
6949,5065,6669,108,10233.68,10136.14,10403.05,10088.26,2025-12-05,2025-12-20,Completed,Tesla,Model 3,2019,Open,Medium,Rear-end Collision,NJ,Vandalism,Severe,NJ,USA,False,90.49635625276454,First Party Collision,Comprehensive,Open,False,False,
6950,5066,461,110,6949.18,6866.07,7396.04,6879.19,2026-04-27,2026-05-31,In Progress,Honda,Civic,2015,Open,Medium,Rear-end Collision,IL,Vandalism,Total Loss,IL,USA,True,100.0,First Party Collision,Comprehensive,Closed,False,False,
6951,5066,461,110,7530.81,7527.26,7977.85,7294.02,2026-04-27,2026-05-31,In Progress,Honda,Civic,2015,Open,Medium,Rear-end Collision,IL,Vandalism,Total Loss,IL,USA,True,100.0,First Party Collision,Comprehensive,Closed,False,False,
6952,5067,4896,34,1370.76,1159.62,1401.69,1154.42,2025-02-16,2025-02-23,In Progress,Honda,Civic,2020,Open,Low,Hit and Run,FL,Parking Incident,Moderate,FL,USA,False,65.64685203498175,First Party Collision,Comprehensive,Open,False,False,
6953,5068,4512,48,1203.84,1219.33,1122.29,1184.03,2025-08-08,2025-08-09,Completed,Toyota,Corolla,2019,Open,Low,Parking Lot Incident,CA,Vehicle Accident,Minor,CA,USA,False,99.68804522215636,First Party Collision,Collision,Closed,False,False,
